borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B05489,Female,40,Master's degree,Canadian-born,Single,1,Education,Employed,44548.51,5,4,19,Salaried,193000,126413.98,66586.02,47675.47,1,137983.04,0,704,7.62,1005960,879064,87.39,244.53,4.23,30,2005,,,
B05490,Female,43,Bachelor's degree,Canadian-born,Married,2,Education,Employed,39308.33,4,18,32,Salaried,161000,121020.42,39979.58,56558.08,0,0,0,624,18.15,790941,555404,70.22,2005.27,4.64,20,2015,,,
B05491,Male,37,High school diploma or equivalent,Canadian-born,Single,2,Retail,Employed,92820.97,9,6,13,Salaried,288000,151045.65,136954.35,137335.79,3,165322.3,0,693,85.56,875189,730528,83.47,1449.55,4.44,25,2024,,,
B05492,Female,42,Bachelor's degree,Canadian-born,Married,2,Construction,Employed,71825.11,8,8,19,Contract,247000,66351.18,180648.82,43749.35,2,74003.09,1,681,33.24,724879,499750,68.94,1008.09,5.99,20,2020,,,
B05493,Female,41,Trades or apprenticeship certificate,Recent immigrant,Single,3,Tech,Employed,80907.21,9,2,19,Salaried,283000,130396.66,152603.34,68838.8,1,141182.35,0,695,2.75,647607,474368,73.25,895.55,4.01,25,2011,,,
B05494,Male,38,Master's degree,Canadian-born,Married,1,Tech,Retired,56586.58,6,2,15,Salaried,242000,151219.83,90780.17,89800.84,2,159973.63,0,750,29.58,1007688,695950,69.06,2242,5.39,30,2018,,,
B05495,Male,47,"No certificate, diploma or degree",Canadian-born,Married,0,Tech,Employed,141703.51,10,2,3,Salaried,298000,140335.66,157664.34,38105.44,2,145852.02,0,680,48.6,1019436,670720,65.79,1519.55,3.9,25,1996,,,
B05496,Male,53,Trades or apprenticeship certificate,Canadian-born,Single,1,Manual Labor,Student,66670.03,7,3,14,Salaried,226000,74485.47,151514.53,53392.75,1,80517.51,0,657,31.53,1068924,692993,64.83,1046.03,5.43,25,1995,,,
B05497,Female,41,College or CEGEP certificate or diploma,Canadian-born,Married,2,Other,Employed,110663.14,9,9,10,Hourly,307000,198335.73,108664.27,108402.36,4,200748.95,0,768,11.06,1053328,834439,79.22,815.79,3.68,25,2002,,,
B05498,Female,44,High school diploma or equivalent,Canadian-born,Married,0,Finance,Employed,53706.56,6,2,19,Hourly,213000,144501.32,68498.68,58565.92,2,155052.88,0,752,33.29,738910,579691,78.45,727.48,5.79,30,2018,,,
B05499,Female,46,College or CEGEP certificate or diploma,Canadian-born,Single,3,Education,Unemployed,77600.79,8,4,7,Hourly,272000,177010.7,94989.3,133676.16,2,185818.18,0,755,20.84,1038288,937041,90.25,1522.46,7.03,25,2010,,,
B05500,Female,37,College or CEGEP certificate or diploma,Canadian-born,Single,0,Other,Employed,82784.48,8,8,16,Hourly,250000,133841.53,116158.47,122580.59,2,139945.91,0,638,34.04,1124043,809277,72,1786.42,6.5,30,2008,,,
B05501,Female,46,College or CEGEP certificate or diploma,Canadian-born,Single,0,Retail,Employed,159245.08,10,4,11,Salaried,313000,181321.12,131678.88,147393.5,5,195373.84,0,666,24.49,650394,395242,60.77,1476.06,3.49,30,2007,,,
B05502,Male,53,College or CEGEP certificate or diploma,Canadian-born,Single,1,Manual Labor,Employed,34999.95,3,3,9,Salaried,174000,104673.68,69326.32,83888.54,2,117133.19,1,759,1.43,650842,558702,85.84,1005.69,3.3,20,2007,,,
B05503,Male,49,First professional degree,Long-term immigrant,Divorced,2,Construction,Employed,40843.65,5,2,14,Salaried,233000,175464.77,57535.23,112069.26,0,0,0,612,45.65,652268,500437,76.72,1790.2,6.24,20,2002,,,
B05504,Female,42,College or CEGEP certificate or diploma,Canadian-born,Married,1,Education,Employed,55342.32,6,5,16,Hourly,213000,62781.2,150218.8,92963.23,4,73047.02,0,670,21.96,729709,460595,63.12,1937.5,4.52,20,2018,,,
B05505,Male,46,Master's degree,Canadian-born,Single,2,Other,Employed,77455.28,8,8,19,Salaried,282000,152465.59,129534.41,135274.04,3,158520.16,1,624,19.3,655668,432895,66.02,549.79,6.54,25,2007,,,
B05506,Male,54,High school diploma or equivalent,Canadian-born,Single,1,Logistics,Employed,174098.35,10,25,37,Contract,314000,155776.31,158223.69,32513.87,1,162187.69,0,639,42.57,828938,596982,72.02,1709.82,5.22,20,2001,,,
B05507,Female,40,Trades or apprenticeship certificate,Canadian-born,Single,0,Other,Retired,118582.11,10,10,28,Salaried,296000,99103.05,196896.95,122301.53,1,112060.23,0,762,31.57,1115788,865854,77.6,1351.01,5.21,25,2012,,,
B05508,Male,44,Bachelor's degree,Long-term immigrant,Married,0,Construction,Self-employed,136946.8,10,3,6,Salaried,280000,222717.49,57282.51,88033.62,3,226324.5,1,593,61.78,983673,824581,83.83,1704.43,5.23,30,2024,,,
B05509,Male,36,Trades or apprenticeship certificate,Canadian-born,Single,2,Manual Labor,Employed,53224.94,6,1,2,Salaried,188000,127087.7,60912.3,54083.37,2,134944.27,0,743,24.71,972499,853822,87.8,1628.01,6.53,25,2024,,,
B05510,Male,47,College or CEGEP certificate or diploma,Canadian-born,Married,1,Logistics,Employed,62325.75,6,1,13,Salaried,216000,79571.01,136428.99,32557.56,1,91003.02,0,717,26.47,1049132,951588,90.7,1827.4,4.54,30,2010,,,
B05511,Male,41,Master's degree,Long-term immigrant,Single,3,Healthcare,Self-employed,83692.68,9,1,11,Salaried,269000,182090.79,86909.21,65205.13,3,187906.9,0,669,24.57,636828,530612,83.32,1068.64,5.45,25,2023,,,
B05512,Female,42,College or CEGEP certificate or diploma,Canadian-born,Married,1,Tech,Employed,116599.77,10,3,9,Salaried,302000,105337.72,196662.28,76678.5,1,114221.06,0,647,35.52,690893,555064,80.34,1960.6,5.01,15,2012,,,
B05513,Female,50,College or CEGEP certificate or diploma,Canadian-born,Single,1,Education,Employed,109364.79,10,3,11,Salaried,286000,105299.57,180700.43,53518.64,4,109942.91,0,658,9.67,1073569,796621,74.2,2088.8,4.56,25,2018,,,
B05514,Female,45,Bachelor's degree,Long-term immigrant,Married,1,Tech,Employed,58577.54,6,8,14,Hourly,233000,170949.71,62050.29,111393.13,1,178343.39,0,824,12.5,794552,567435,71.42,1720.18,5.54,30,1998,,,
B05515,Male,38,High school diploma or equivalent,Long-term immigrant,Married,0,Logistics,Employed,89899.72,9,1,3,Salaried,275000,203933.86,71066.14,94640.79,5,222849.8,1,670,15.35,971621,875491,90.11,958.53,4.75,20,2015,,,
B05516,Female,51,University certificate or diploma below a bachelor's degree,Canadian-born,Married,2,Finance,Employed,93847.1,9,2,4,Hourly,283000,194898.11,88101.89,137692.09,3,197900.65,0,767,38.58,822610,699629,85.05,1491.93,5.87,25,1991,,,
B05517,Female,50,High school diploma or equivalent,Canadian-born,Married,2,Construction,Student,139555.7,10,4,4,Contract,269000,214381.73,54618.27,90038.79,1,228388.09,0,689,43.49,693803,470176,67.77,1906.42,7.48,20,2014,,,
B05518,Female,53,High school diploma or equivalent,Canadian-born,Married,2,Retail,Self-employed,91933.96,9,9,9,Salaried,280000,74530.01,205469.99,87206.13,2,85073.48,1,712,15.88,932534,660598,70.84,1554.01,5.67,25,2001,,,
B05519,Male,45,High school diploma or equivalent,Canadian-born,Married,0,Construction,Student,68006.8,7,1,20,Hourly,258000,134798.55,123201.45,65824.83,6,126393.35,0,718,20.11,1132601,744542,65.74,1142.81,5.93,25,2019,,,
B05520,Female,41,Master's degree,Long-term immigrant,Married,0,Manual Labor,Employed,81769.64,9,2,15,Salaried,275000,131589.81,143410.19,49124.55,3,134677.57,0,676,10.81,1116942,975564,87.34,981.58,5.22,30,2014,,,
B05521,Female,47,High school diploma or equivalent,Canadian-born,Widowed,0,Retail,Self-employed,64999.87,7,4,5,Contract,206000,115615.88,90384.12,35498.31,1,122312.89,0,754,20.68,1011730,891708,88.14,1609.49,6.87,25,1995,,,
B05522,Female,53,College or CEGEP certificate or diploma,Canadian-born,Married,0,Construction,Unemployed,144700.89,10,2,12,Salaried,292000,165327.1,126672.9,114144.48,4,171012.36,0,688,42.37,953110,583634,61.23,2045.45,3.15,30,2003,,,
B05523,Female,51,Trades or apprenticeship certificate,Long-term immigrant,Divorced,1,Manual Labor,Employed,51655.89,6,22,31,Salaried,239000,138098.77,100901.23,101538.9,3,146479.79,0,687,2.25,791615,687172,86.81,1009.81,5.14,30,2005,,,
B05524,Male,47,College or CEGEP certificate or diploma,Canadian-born,Single,4,Logistics,Employed,23319.73,2,3,17,Contract,112000,43233.07,68766.93,12806.56,3,53038.4,1,680,40.14,792449,639508,80.7,1813.2,6.7,25,2023,,,
B05525,Female,46,College or CEGEP certificate or diploma,Canadian-born,Married,2,Manual Labor,Employed,92299.63,9,11,21,Salaried,226000,52070.58,173929.42,32048.54,1,71968.75,0,643,66.38,853374,702434,82.31,1663.15,4.07,25,2009,,,
B05526,Male,41,College or CEGEP certificate or diploma,Canadian-born,Divorced,2,Construction,Retired,56049.48,6,13,20,Salaried,219000,88838.94,130161.06,86398.74,1,95904.79,1,652,33.34,1058649,977631,92.35,1158.99,6.27,20,2020,,,
B05527,Female,35,Bachelor's degree,Canadian-born,Single,1,Education,Employed,101142.05,9,2,2,Salaried,252000,158654.83,93345.17,42484.54,1,162942.36,0,686,40.01,852569,744733,87.35,1639.69,4.57,25,2019,,,
B05528,Male,35,Master's degree,Recent immigrant,Widowed,0,Retail,Self-employed,38262.93,3,2,7,Salaried,125000,53303.6,71696.4,31507.45,3,54720.03,0,724,11.24,793518,607953,76.61,1586.25,4.3,30,2013,,,
B05529,Male,54,College or CEGEP certificate or diploma,Recent immigrant,Single,0,Finance,Employed,133329.77,10,2,21,Salaried,298000,153687.26,144312.74,124204.27,3,160781.98,0,772,15.21,924799,833048,90.08,1666.28,5.14,30,2018,,,
B05530,Male,48,"No certificate, diploma or degree",Canadian-born,Divorced,0,Construction,Employed,119097.81,10,3,10,Salaried,331000,262103.93,68896.07,148593.93,3,263267.21,0,727,51.04,775609,642472,82.83,892.8,5.51,25,2008,,,
B05531,Female,49,First professional degree,Recent immigrant,Married,2,Tech,Employed,101208.91,9,1,19,Salaried,268000,170337.58,97662.42,124824.23,3,176909.43,0,699,21.66,886532,608412,68.63,997.55,5.38,20,2008,,,
B05532,Male,45,Master's degree,Canadian-born,Single,1,Manual Labor,Employed,96174.11,9,8,24,Hourly,247000,185997.08,61002.92,58251.4,3,187948.32,0,689,45.36,854029,552575,64.7,2722.96,4.82,25,2023,,,
B05533,Female,43,College or CEGEP certificate or diploma,Long-term immigrant,Divorced,3,Tech,Unemployed,48199.2,4,1,14,Salaried,132000,56615.68,75384.32,44871.89,2,58673.46,0,663,0.87,902520,676400,74.95,2108.32,2.83,20,2015,,,
B05534,Female,51,College or CEGEP certificate or diploma,Canadian-born,Single,4,Manufacturing,Employed,46815.66,4,11,14,Salaried,184000,98328.99,85671.01,53778.64,3,110737.7,0,670,33.44,1037990,775349,74.7,1333.77,5.65,20,2007,,,
B05535,Male,38,High school diploma or equivalent,Long-term immigrant,Single,1,Healthcare,Self-employed,31524.38,3,4,5,Salaried,164000,54049.43,109950.57,63032.16,2,64396.41,1,670,42.92,985789,868975,88.15,1258.13,5.4,20,2017,,,
B05536,Male,54,College or CEGEP certificate or diploma,Canadian-born,Single,2,Healthcare,Self-employed,93315.11,9,3,18,Salaried,277000,124828.43,152171.57,109711.88,1,132567.02,0,679,11.26,693593,464988,67.04,1440.77,4.09,25,2005,,,
B05537,Male,53,College or CEGEP certificate or diploma,Canadian-born,Married,2,Finance,Employed,97702.08,9,5,24,Salaried,299000,102364.97,196635.03,56756.65,2,112985.13,0,680,27.17,962906,584746,60.73,2140.24,1.72,25,2016,,,
B05538,Female,41,Doctoral degree,Recent immigrant,Widowed,0,Healthcare,Employed,139224.25,10,13,14,Hourly,316000,165870.65,150129.35,150722.61,1,173128.07,0,700,19.81,1046742,942181,90.01,1567.93,5.11,20,2012,,,
B05539,Female,35,High school diploma or equivalent,Canadian-born,Single,3,Manual Labor,Self-employed,86312.7,9,2,12,Salaried,257000,141386.17,115613.83,75733.25,1,153344.56,0,719,24.95,1054768,698770,66.25,1659.08,4.52,20,2017,,,
B05540,Male,43,College or CEGEP certificate or diploma,Recent immigrant,Married,0,Other,Employed,61975.7,7,2,15,Salaried,262000,80207.42,181792.58,49895.91,2,86759.55,0,693,46.44,598916,416084,69.47,1689.33,3.99,20,2019,,,
B05541,Male,47,Bachelor's degree,Canadian-born,Single,2,Manual Labor,Employed,127175.81,10,3,20,Salaried,302000,217277.59,84722.41,63963.11,3,231205.19,0,768,35.42,1034082,625402,60.48,1325.33,1.44,25,1999,,,
B05542,Female,36,College or CEGEP certificate or diploma,Canadian-born,Married,1,Manufacturing,Employed,74002.56,8,3,12,Salaried,252000,80399.31,171600.69,39264.09,1,90398.5,0,605,55.7,843876,666293,78.96,2207.45,3,30,2015,,,
B05543,Female,36,College or CEGEP certificate or diploma,Long-term immigrant,Single,1,Healthcare,Employed,24756.07,2,1,12,Salaried,116000,53334.56,62665.44,19558.51,1,67455.7,0,626,26.32,720282,561542,77.96,1337.83,4.75,20,2017,,,
B05544,Female,49,Master's degree,Canadian-born,Single,1,Healthcare,Unemployed,112552.23,10,6,16,Salaried,282000,83988.59,198011.41,124587.6,2,89471.8,0,612,68.87,959971,755259,78.68,1095.33,4.72,25,2003,,,
B05545,Female,51,College or CEGEP certificate or diploma,Canadian-born,Single,3,Construction,Employed,130123.53,10,4,12,Salaried,278000,86867.36,191132.64,121059.02,1,90742.47,0,714,24.4,989657,805532,81.4,1982.51,2.87,30,2017,,,
B05546,Male,47,Master's degree,Canadian-born,Married,0,Healthcare,Unemployed,83980.49,9,4,19,Salaried,307000,151358.84,155641.16,84521.1,0,0,0,807,8.74,756272,625616,82.72,1543.66,5.15,30,2021,,,
B05547,Male,41,High school diploma or equivalent,Canadian-born,Divorced,0,Manual Labor,Employed,168516.91,10,2,9,Salaried,291000,164278.83,126721.17,86886.59,2,175586.45,0,609,39.75,1134798,897278,79.07,2252.73,3.94,25,2015,,,
B05548,Male,43,High school diploma or equivalent,Canadian-born,Married,1,Healthcare,Employed,73867.72,7,9,13,Salaried,241000,58910.97,182089.03,30475.6,2,67227.95,1,698,48.94,769359,601277,78.15,1372.67,4.5,30,2003,,,
B05549,Male,46,Master's degree,Canadian-born,Single,0,Healthcare,Employed,134891.42,10,3,17,Salaried,257000,71345.21,185654.79,50401.85,2,81311.57,0,688,49.07,820479,692362,84.39,1317.13,5.28,25,2021,,,
B05550,Male,37,High school diploma or equivalent,Canadian-born,Married,2,Manual Labor,Employed,137282.86,10,5,19,Contract,276000,111398.47,164601.53,53801.13,2,129458.15,0,734,59.78,1013280,908816,89.69,1075.5,3.4,30,2008,,,
B05551,Male,49,Bachelor's degree,Canadian-born,Married,2,Healthcare,Retired,152182.57,10,2,18,Hourly,285000,70589.39,214410.61,124302.81,2,68717.96,0,657,15.8,888779,673383,75.76,1789.12,5.02,30,2013,,,
B05552,Male,41,College or CEGEP certificate or diploma,Recent immigrant,Single,3,Tech,Employed,89075.75,9,8,9,Contract,319000,196393.66,122606.34,87429.52,2,211381.82,0,732,9.71,919966,614529,66.8,2070.23,6.08,25,2006,,,
B05553,Female,35,College or CEGEP certificate or diploma,Canadian-born,Single,2,Manufacturing,Self-employed,56024.19,6,2,14,Salaried,214000,158730.83,55269.17,24746.03,0,0,0,671,21.64,704587,462924,65.7,1058.33,5.1,20,2021,,,
B05554,Female,48,Bachelor's degree,Canadian-born,Single,3,Retail,Self-employed,55654.45,6,12,22,Contract,213000,133286.33,79713.67,44120.95,3,148108.34,0,647,34.76,833572,530877,63.69,1845.4,1.92,25,2011,,,
B05555,Female,53,Bachelor's degree,Canadian-born,Married,2,Manual Labor,Employed,135709.04,10,3,3,Salaried,272000,151260.71,120739.29,76286.73,2,152394.36,0,680,4.87,681015,626919,92.06,1890.03,5.05,20,2022,,,
B05556,Female,50,Master's degree,Canadian-born,Married,3,Logistics,Employed,37930.57,4,1,9,Salaried,167000,128140.67,38859.33,28024.31,3,135066.65,0,680,50.28,897403,642683,71.62,1537.25,4.07,20,1992,,,
B05557,Male,44,Trades or apprenticeship certificate,Canadian-born,Married,0,Manual Labor,Self-employed,31546.11,2,5,8,Salaried,127000,54928.96,72071.04,16144.61,1,67179.7,0,632,35,1054705,731610,69.37,1564.19,2.2,30,2008,,,
B05558,Female,35,Bachelor's degree,Canadian-born,Single,1,Education,Self-employed,86854.5,9,4,19,Hourly,302000,63537.12,238462.88,49564.08,1,70435.51,0,651,24.13,1195533,965193,80.73,1793.4,4.84,20,2010,,,
B05559,Male,39,College or CEGEP certificate or diploma,Long-term immigrant,Single,4,Manufacturing,Retired,64286.46,6,3,18,Contract,173000,43268.52,129731.48,33713.39,4,55250.02,1,653,43.41,809721,755754,93.34,1617.01,6.18,30,2010,,,
B05560,Female,37,Bachelor's degree,Long-term immigrant,Widowed,2,Logistics,Retired,98835.3,9,8,10,Salaried,245000,182960.19,62039.81,72723.06,1,198425.43,0,667,61.55,915601,617739,67.47,1223.51,5.91,20,2017,,,
B05561,Male,51,High school diploma or equivalent,Canadian-born,Single,3,Tech,Employed,144175.7,10,3,20,Salaried,304000,238002.99,65997.01,123585.41,2,253201.14,0,662,11.19,901834,795455,88.2,836.25,4.82,25,2018,,,
B05562,Female,52,College or CEGEP certificate or diploma,Canadian-born,Divorced,0,Education,Self-employed,55943.52,5,1,7,Salaried,215000,50683.94,164316.06,41669.9,1,51489.02,0,660,12.36,982790,922043,93.82,2299.5,6.5,20,2017,,,
B05563,Male,53,High school diploma or equivalent,Canadian-born,Married,3,Logistics,Unemployed,55918.12,6,1,10,Salaried,200000,150254.99,49745.01,85505.65,2,154880.07,1,661,14.18,1004182,901807,89.81,1547.05,5.55,20,1994,,,
B05564,Male,52,College or CEGEP certificate or diploma,Canadian-born,Single,2,Manual Labor,Retired,70641.61,8,10,19,Salaried,283000,84378.82,198621.18,122840.25,1,88862.07,0,618,39.16,714900,641331,89.71,1750.06,5.63,15,2003,,,
B05565,Female,50,Bachelor's degree,Long-term immigrant,Married,0,Tech,Employed,83422.52,9,3,9,Salaried,277000,116285.53,160714.47,101708.6,5,128779.45,0,700,15.12,1218826,1103289,90.52,1422.22,2.53,20,2022,,,
B05566,Male,36,Trades or apprenticeship certificate,Canadian-born,Divorced,0,Tech,Student,138686.66,10,4,4,Hourly,277000,180633.99,96366.01,85542.16,2,196642.05,0,647,41.71,732501,576045,78.64,1527.88,2.94,20,2021,,,
B05567,Female,49,Bachelor's degree,Canadian-born,Married,0,Other,Employed,80016.04,8,1,17,Salaried,234000,102602.69,131397.31,36149.93,0,0,0,750,19.15,748047,535005,71.52,1719.85,4.43,25,2012,,,
B05568,Female,47,College or CEGEP certificate or diploma,Canadian-born,Divorced,3,Construction,Employed,51710,5,4,23,Salaried,205000,136487.64,68512.36,65848.84,1,143091.65,1,718,51.79,959707,588302,61.3,1105.15,2.36,30,1995,,,
B05569,Female,47,High school diploma or equivalent,Canadian-born,Single,2,Construction,Self-employed,164101.89,10,4,8,Salaried,310000,188145,121855,84712.97,2,204292.55,0,687,20.8,831845,725825,87.25,1461.78,5.32,15,2003,,,
B05570,Female,50,College or CEGEP certificate or diploma,Canadian-born,Married,3,Manual Labor,Unemployed,93715.38,9,3,13,Contract,230000,174618.93,55381.07,36626.85,4,188699.32,0,625,36.21,956290,581710,60.83,1863.46,4.02,30,2011,,,
B05571,Female,42,University certificate or diploma above a bachelor's degree,Canadian-born,Married,1,Education,Unemployed,84289.23,9,14,15,Salaried,267000,123894.16,143105.84,38953.4,3,134384.57,1,791,41.83,902971,623162,69.01,1070.7,5.11,30,2023,,,
B05572,Male,45,Doctoral degree,Canadian-born,Divorced,3,Healthcare,Student,139921.7,10,4,13,Salaried,267000,135822.44,131177.56,54671.11,1,157199.1,0,646,25.19,1354127,1091224,80.59,1791.75,4.93,20,2005,,,
B05573,Female,42,College or CEGEP certificate or diploma,Canadian-born,Married,1,Construction,Self-employed,39134.68,3,17,30,Salaried,159000,105302.73,53697.27,62318.02,4,116055.54,0,679,13.42,1064209,677355,63.65,1926.61,4.83,25,2013,,,
B05574,Female,44,High school diploma or equivalent,Long-term immigrant,Married,0,Healthcare,Employed,61923.93,7,1,6,Salaried,236000,184793.44,51206.56,82149.62,2,192823.72,0,632,57.81,1132501,906437,80.04,2006.54,2.78,20,2018,,,
B05575,Female,35,High school diploma or equivalent,Canadian-born,Single,0,Education,Employed,128985.29,10,12,13,Salaried,292000,121699.39,170300.61,47078.85,0,0,0,760,58.48,959378,785393,81.86,1821.55,6.82,25,2024,,,
B05576,Male,46,Bachelor's degree,Canadian-born,Single,4,Education,Employed,40021.31,3,4,10,Salaried,205000,156234.77,48765.23,57273.49,4,150523.51,1,606,30.46,1065427,695480,65.28,2302.55,3.32,15,1996,,,
B05577,Female,43,Bachelor's degree,Canadian-born,Single,1,Finance,Employed,80598.07,8,2,11,Hourly,289000,176839.46,112160.54,60499.74,4,194703.81,0,731,37.03,1021164,818694,80.17,1263.4,3.37,30,2008,,,
